player,position,dob,caps,club,flag,year,start_date,country,dob_dt,days_old
Andy Ellis,Scrum-half,21 February 1984,24.0,Crusaders,New Zealand,2011,2011-09-09,New Zealand,1984-02-21,10062.0
Piri Weepu,Scrum-half,7 September 1983,54.0,Hurricanes,New Zealand,2011,2011-09-09,New Zealand,1983-09-07,10229.0
Aaron Cruden,Fly-half,8 January 1989,7.0,Hurricanes,New Zealand,2011,2011-09-09,New Zealand,1989-01-08,8279.0
Stephen Donald,Fly-half,3 December 1983,22.0,Chiefs,New Zealand,2011,2011-09-09,New Zealand,1983-12-03,10142.0
Richard Kahui,Centre,9 June 1985,15.0,Chiefs,New Zealand,2011,2011-09-09,New Zealand,1985-06-09,9588.0
Ma'a Nonu,Centre,21 May 1982,64.0,Hurricanes,New Zealand,2011,2011-09-09,New Zealand,1982-05-21,10703.0
Conrad Smith,Centre,12 October 1981,53.0,Hurricanes,New Zealand,2011,2011-09-09,New Zealand,1981-10-12,10924.0
Sonny Bill Williams,Centre,3 April 1985,12.0,Crusaders,New Zealand,2011,2011-09-09,New Zealand,1985-04-03,9655.0
Hosea Gear,Wing,16 March 1984,8.0,Hurricanes,New Zealand,2011,2011-09-09,New Zealand,1984-03-16,10038.0
Zac Guildford,Wing,8 February 1989,8.0,Crusaders,New Zealand,2011,2011-09-09,New Zealand,1989-02-08,8248.0
Cory Jane,Wing,2 February 1983,30.0,Hurricanes,New Zealand,2011,2011-09-09,New Zealand,1983-02-02,10446.0
Israel Dagg,Fullback,6 June 1988,10.0,Crusaders,New Zealand,2011,2011-09-09,New Zealand,1988-06-06,8495.0
Isaia Toeava,Fullback,15 January 1986,36.0,Blues,New Zealand,2011,2011-09-09,New Zealand,1986-01-15,9368.0
Mils Muliaina,Fullback,31 July 1980,100.0,Blues,New Zealand,2011,2011-09-09,New Zealand,1980-07-31,11362.0
Aleki Lutui,Hooker,1 July 1978,30.0,Worcester Warriors,England,2011,2011-09-09,Tonga,1978-07-01,12123.0
Ilaisa Ma'asi,Hooker,5 February 1982,7.0,Counties Manukau,New Zealand,2011,2011-09-09,Tonga,1982-02-05,10808.0
Ephraim Taukafa,Hooker,26 June 1976,30.0,Mont-de-Marsan,France,2011,2011-09-09,Tonga,1976-06-26,12858.0
Halani Aulika,Prop,31 August 1983,2.0,Highlanders,New Zealand,2011,2011-09-09,Tonga,1983-08-31,10236.0
Taufa'ao Filise,Prop,26 May 1977,15.0,Cardiff Blues,Wales,2011,2011-09-09,Tonga,1977-05-26,12524.0
Kisi Pulu,Prop,31 January 1978,23.0,Perpignan,France,2011,2011-09-09,Tonga,1978-01-31,12274.0
Sona Taumalolo,Prop,13 November 1981,4.0,Chiefs,New Zealand,2011,2011-09-09,Tonga,1981-11-13,10892.0
Soane Tonga'uiha,Prop,21 January 1982,8.0,Northampton Saints,England,2011,2011-09-09,Tonga,1982-01-21,10823.0
Paino Hehea,Lock,1 February 1979,16.0,Calvisano,Italy,2011,2011-09-09,Tonga,1979-02-01,11908.0
Tukulua Lokotui,Lock,31 December 1979,5.0,Kintetsu Liners,Japan,2011,2011-09-09,Tonga,1979-12-31,11575.0
Sione Timani,Lock,3 September 1984,4.0,Scarlets,Wales,2011,2011-09-09,Tonga,1984-09-03,9867.0
Joe Tuineau,Lock,18 August 1981,4.0,Montpellier,France,2011,2011-09-09,Tonga,1981-08-18,10979.0
Sione Kalamafoni,Back row,18 May 1988,14.0,Nottingham,England,2011,2011-09-09,Tonga,1988-05-18,8514.0
Finau Maka (c),Back row,10 July 1977,5.0,Pamiers,France,2011,2011-09-09,Tonga,1977-07-10,12479.0
Sione Vaiomo'unga,Back row,8 April 1989,7.0,Toloa Old Boys,Tonga,2011,2011-09-09,Tonga,1989-04-08,8189.0
Viliami Ma'afu,Back row,9 March 1982,5.0,Mitsubishi Sagamihara DynaBoars,Japan,2011,2011-09-09,Tonga,1982-03-09,10776.0
Samiu Vahafolau,Back row,24 April 1978,10.0,Béziers,France,2011,2011-09-09,Tonga,1978-04-24,12191.0
Samisoni Fisilau,Scrum-half,29 November 1987,7.0,Counties Manukau,New Zealand,2011,2011-09-09,Tonga,1987-11-29,8685.0
Taniela Moa,Scrum-half,11 March 1985,2.0,Pau,France,2011,2011-09-09,Tonga,1985-03-11,9678.0
Thomas Palu,Scrum-half,23 September 1986,3.0,Norths,New Zealand,2011,2011-09-09,Tonga,1986-09-23,9117.0
Kurt Morath,Fly-half,13 November 1984,9.0,Souths,Australia,2011,2011-09-09,Tonga,1984-11-13,9796.0
Alipate Fatafehi,Centre,13 December 1984,7.0,Lyon,France,2011,2011-09-09,Tonga,1984-12-13,9766.0
Suka Hufanga,Centre,18 June 1982,22.0,Newcastle Falcons,England,2011,2011-09-09,Tonga,1982-06-18,10675.0
Andrew Ma'ilei,Centre,24 May 1980,18.0,Bordeaux,France,2011,2011-09-09,Tonga,1980-05-24,11430.0
Siale Piutau,Centre,13 October 1985,2.0,Highlanders,New Zealand,2011,2011-09-09,Tonga,1985-10-13,9462.0
William Helu,Wing,19 April 1986,7.0,Bristol,England,2011,2011-09-09,Tonga,1986-04-19,9274.0
Alaska Taufa,Wing,24 July 1983,5.0,Akita,Japan,2011,2011-09-09,Tonga,1983-07-24,10274.0
Fetu'u Vainikolo,Wing,30 January 1985,2.0,Connacht,Ireland,2011,2011-09-09,Tonga,1985-01-30,9718.0
Viliame Iongi,Fullback,8 August 1989,6.0,Scarlets,Wales,2011,2011-09-09,Tonga,1989-08-08,8067.0
Vunga Lilo,Fullback,28 February 1983,21.0,Bordeaux,France,2011,2011-09-09,Tonga,1983-02-28,10420.0
Agustín Creevy,Hooker,15 March 1985,11.0,Montpellier,France,2011,2011-09-09,Argentina,1985-03-15,9674.0
Mario Ledesma,Hooker,17 May 1973,78.0,Clermont,France,2011,2011-09-09,Argentina,1973-05-17,13994.0
Marcos Ayerza,Prop,12 January 1983,32.0,Leicester Tigers,England,2011,2011-09-09,Argentina,1983-01-12,10467.0
Maximiliano Bustos,Prop,2 April 1986,0.0,Montpellier,France,2011,2011-09-09,Argentina,1986-04-02,9291.0
Juan Figallo,Prop,25 March 1988,4.0,Montpellier,France,2011,2011-09-09,Argentina,1988-03-25,8568.0
Rodrigo Roncero,Prop,16 February 1977,44.0,Stade Français,France,2011,2011-09-09,Argentina,1977-02-16,12623.0
Martín Scelzo,Prop,5 June 1976,54.0,Agen,France,2011,2011-09-09,Argentina,1976-06-05,12879.0
Patricio Albacete,Lock,9 February 1981,41.0,Toulouse,France,2011,2011-09-09,Argentina,1981-02-09,11169.0
Manuel Carizza,Lock,23 August 1984,19.0,Biarritz,France,2011,2011-09-09,Argentina,1984-08-23,9878.0
Mariano Galarza,Lock,12 November 1986,6.0,Unattached,,2011,2011-09-09,Argentina,1986-11-12,9067.0
Tomas Vallejos,Lock,16 October 1984,0.0,Harlequins,England,2011,2011-09-09,Argentina,1984-10-16,9824.0
Alejandro Campos,Back row,21 April 1983,12.0,Agen,France,2011,2011-09-09,Argentina,1983-04-21,10368.0
Julio Farías Cabello,Back row,19 September 1978,3.0,Tucumán,Argentina,2011,2011-09-09,Argentina,1978-09-19,12043.0
Genaro Fessia,Back row,22 July 1981,9.0,London Wasps,England,2011,2011-09-09,Argentina,1981-07-22,11006.0
Juan Manuel Leguizamón,Back row,6 June 1983,34.0,Lyon,France,2011,2011-09-09,Argentina,1983-06-06,10322.0
Juan Martín Fernández Lobbe,Back row,19 November 1981,40.0,Toulon,France,2011,2011-09-09,Argentina,1981-11-19,10886.0
Leonardo Senatore,Back row,13 May 1984,2.0,GER,Argentina,2011,2011-09-09,Argentina,1984-05-13,9980.0
Alfredo Lalanne,Scrum-half,3 March 1983,7.0,Unattached,,2011,2011-09-09,Argentina,1983-03-03,10417.0
Nicolás Vergallo,Scrum-half,20 April 1983,19.0,Toulouse,France,2011,2011-09-09,Argentina,1983-04-20,10369.0
Santiago Fernández,Fly-half,28 November 1985,13.0,Montpellier,France,2011,2011-09-09,Argentina,1985-11-28,9416.0
Nicolás Sánchez,Fly-half,26 October 1988,2.0,Bordeaux,France,2011,2011-09-09,Argentina,1988-10-26,8353.0
Marcelo Bosch,Centre,7 January 1984,5.0,Biarritz,France,2011,2011-09-09,Argentina,1984-01-07,10107.0
Felipe Contepomi (c),Centre,20 August 1977,71.0,Stade Français,France,2011,2011-09-09,Argentina,1977-08-20,12438.0
Agustin Gosio,Centre,17 March 1983,0.0,Newman,Argentina,2011,2011-09-09,Argentina,1983-03-17,10403.0
Horacio Agulla,Wing,22 October 1984,29.0,Leicester Tigers,England,2011,2011-09-09,Argentina,1984-10-22,9818.0
Lucas Borges,Wing,17 February 1980,33.0,Pucará,Argentina,2011,2011-09-09,Argentina,1980-02-17,11527.0
Gonzalo Camacho,Wing,28 August 1984,7.0,Exeter Chiefs,England,2011,2011-09-09,Argentina,1984-08-28,9873.0
Juan Imhoff,Wing,11 May 1988,4.0,Duendes,Argentina,2011,2011-09-09,Argentina,1988-05-11,8521.0
Lucas González Amorosino,Fullback,11 February 1985,10.0,Montpellier,France,2011,2011-09-09,Argentina,1985-02-11,9706.0
Martín Rodríguez,Fullback,6 March 1985,10.0,Stade Français,France,2011,2011-09-09,Argentina,1985-03-06,9683.0
Dylan Hartley,Hooker,24 March 1986,29.0,Northampton Saints,England,2011,2011-09-09,England,1986-03-24,9300.0
Lee Mears,Hooker,5 March 1979,37.0,Bath,England,2011,2011-09-09,England,1979-03-05,11876.0
Steve Thompson,Hooker,15 July 1978,67.0,London Wasps,England,2011,2011-09-09,England,1978-07-15,12109.0
Dan Cole,Prop,9 May 1987,17.0,Leicester Tigers,England,2011,2011-09-09,England,1987-05-09,8889.0
Alex Corbisiero,Prop,30 August 1988,6.0,London Irish,England,2011,2011-09-09,England,1988-08-30,8410.0
Matt Stevens,Prop,1 October 1982,34.0,Saracens,England,2011,2011-09-09,England,1982-10-01,10570.0
David Wilson,Prop,9 April 1985,18.0,Bath,England,2011,2011-09-09,England,1985-04-09,9649.0
Louis Deacon,Lock,7 October 1980,24.0,Leicester Tigers,England,2011,2011-09-09,England,1980-10-07,11294.0
Courtney Lawes,Lock,23 February 1989,9.0,Northampton Saints,England,2011,2011-09-09,England,1989-02-23,8233.0
Tom Palmer,Lock,27 March 1979,27.0,Stade Français,France,2011,2011-09-09,England,1979-03-27,11854.0
Simon Shaw,Lock,1 September 1973,67.0,Toulon,France,2011,2011-09-09,England,1973-09-01,13887.0
Tom Croft,Back row,7 November 1985,25.0,Leicester Tigers,England,2011,2011-09-09,England,1985-11-07,9437.0
James Haskell,Back row,2 April 1985,36.0,Ricoh Black Rams,Japan,2011,2011-09-09,England,1985-04-02,9656.0
Lewis Moody (c),Back row,12 June 1978,67.0,Bath,England,2011,2011-09-09,England,1978-06-12,12142.0
Tom Wood,Back row,3 November 1986,7.0,Northampton Saints,England,2011,2011-09-09,England,1986-11-03,9076.0
Nick Easter,Back row,15 August 1978,44.0,Harlequins,England,2011,2011-09-09,England,1978-08-15,12078.0
Thomas Waldrom,Back row,28 April 1983,0.0,Leicester Tigers,England,2011,2011-09-09,England,1983-04-28,10361.0
Joe Simpson,Scrum-half,5 July 1988,0.0,London Wasps,England,2011,2011-09-09,England,1988-07-05,8466.0
Richard Wigglesworth,Scrum-half,9 June 1983,7.0,Saracens,England,2011,2011-09-09,England,1983-06-09,10319.0
Ben Youngs,Scrum-half,5 September 1989,12.0,Leicester Tigers,England,2011,2011-09-09,England,1989-09-05,8039.0
Toby Flood,Fly-half,8 August 1985,41.0,Leicester Tigers,England,2011,2011-09-09,England,1985-08-08,9528.0
Jonny Wilkinson,Fly-half,25 May 1979,86.0,Toulon,France,2011,2011-09-09,England,1979-05-25,11795.0
Shontayne Hape,Centre,30 January 1981,12.0,London Irish,England,2011,2011-09-09,England,1981-01-30,11179.0
Mike Tindall,Centre,18 October 1978,71.0,Gloucester,England,2011,2011-09-09,England,1978-10-18,12014.0
Manu Tuilagi,Centre,18 May 1991,1.0,Leicester Tigers,England,2011,2011-09-09,England,1991-05-18,7419.0
Delon Armitage,Wing,15 December 1983,21.0,London Irish,England,2011,2011-09-09,England,1983-12-15,10130.0
Chris Ashton,Wing,29 March 1987,12.0,Northampton Saints,England,2011,2011-09-09,England,1987-03-29,8930.0
Matt Banahan,Wing,30 December 1986,13.0,Bath,England,2011,2011-09-09,England,1986-12-30,9019.0
Mark Cueto,Wing,26 December 1979,52.0,Sale Sharks,England,2011,2011-09-09,England,1979-12-26,11580.0
Ben Foden,Fullback,22 July 1985,16.0,Northampton Saints,England,2011,2011-09-09,England,1985-07-22,9545.0
Jaba Bregvadze,Hooker,23 April 1987,13.0,Army,Georgia (country),2011,2011-09-09,Georgia,1987-04-23,8905.0
Akvsenti Giorgadze,Hooker,4 June 1976,62.0,Castres,France,2011,2011-09-09,Georgia,1976-06-04,12880.0
Vasil Kakovin,Prop,1 December 1989,15.0,Brive,France,2011,2011-09-09,Georgia,1989-12-01,7952.0
Davit Khinchagishvili,Prop,24 July 1982,35.0,Brive,France,2011,2011-09-09,Georgia,1982-07-24,10639.0
Davit Kubriashvili,Prop,12 March 1986,17.0,Toulon,France,2011,2011-09-09,Georgia,1986-03-12,9312.0
Goderdzi Shvelidze,Prop,17 April 1978,61.0,Montpellier,France,2011,2011-09-09,Georgia,1978-04-17,12198.0
Davit Zirakashvili,Prop,10 October 1983,28.0,Clermont,France,2011,2011-09-09,Georgia,1983-10-10,10196.0
Levan Datunashvili,Lock,18 January 1983,42.0,Aurillac,France,2011,2011-09-09,Georgia,1983-01-18,10461.0
Vakhtang Maisuradze,Lock,11 March 1987,8.0,Saint Nazaire,France,2011,2011-09-09,Georgia,1987-03-11,8948.0
Giorgi Nemsadze,Lock,26 September 1984,22.0,Montauban,France,2011,2011-09-09,Georgia,1984-09-26,9844.0
Ilia Zedginidze,Lock,20 January 1977,63.0,Carqueiranne,France,2011,2011-09-09,Georgia,1977-01-20,12650.0
Givi Berishvili,Back row,10 August 1987,3.0,RC Locomotive Tbilisi,Georgia (country),2011,2011-09-09,Georgia,1987-08-10,8796.0
Giorgi Chkhaidze,Back row,20 August 1981,48.0,Montpellier,France,2011,2011-09-09,Georgia,1981-08-20,10977.0
Viktor Kolelishvili,Back row,9 October 1989,10.0,Clermont Espoirs,France,2011,2011-09-09,Georgia,1989-10-09,8005.0
Shalva Sutiashvili,Back row,24 January 1984,20.0,Massy,France,2011,2011-09-09,Georgia,1984-01-24,10090.0
Dimitri Basilaia,Back row,27 November 1985,16.0,Aubenas,France,2011,2011-09-09,Georgia,1985-11-27,9417.0
Mamuka Gorgodze,Back row,14 July 1984,37.0,Montpellier,France,2011,2011-09-09,Georgia,1984-07-14,9918.0
Irakli Abuseridze (c),Scrum-half,25 November 1977,72.0,Auxerre,France,2011,2011-09-09,Georgia,1977-11-25,12341.0
Bidzina Samkharadze,Scrum-half,2 October 1983,56.0,Army,Georgia (country),2011,2011-09-09,Georgia,1983-10-02,10204.0
Lasha Khmaladze,Fly-half,20 January 1988,9.0,Lelo,Georgia (country),2011,2011-09-09,Georgia,1988-01-20,8633.0
Merab Kvirikashvili,Fly-half,27 December 1983,52.0,Figeac,France,2011,2011-09-09,Georgia,1983-12-27,10118.0
Lasha Malaghuradze,Fly-half,6 February 1986,31.0,Béziers,France,2011,2011-09-09,Georgia,1986-02-06,9346.0
Davit Kacharava,Centre,16 January 1985,43.0,Nice,France,2011,2011-09-09,Georgia,1985-01-16,9732.0
Alexander Todua,Centre,2 November 1987,24.0,Lelo,Georgia (country),2011,2011-09-09,Georgia,1987-11-02,8712.0
Tedo Zibzibadze,Centre,6 September 1980,56.0,Périgueux,France,2011,2011-09-09,Georgia,1980-09-06,11325.0
Irakli Chkhikvadze,Wing,5 October 1987,25.0,AIA,Georgia (country),2011,2011-09-09,Georgia,1987-10-05,8740.0
Lexo Gugava,Wing,17 August 1982,22.0,Lelo,Georgia (country),2011,2011-09-09,Georgia,1982-08-17,10615.0
Irakli Machkhaneli,Wing,18 July 1981,48.0,Mâcon,France,2011,2011-09-09,Georgia,1981-07-18,11010.0
Revaz Gigauri,Fullback,9 May 1984,31.0,Figeac,France,2011,2011-09-09,Georgia,1984-05-09,9984.0
Malkhaz Urjukashvili,Fullback,24 September 1980,67.0,Gourdon,France,2011,2011-09-09,Georgia,1980-09-24,11307.0
Marius Tincu (c),Hooker,7 March 1978,42.0,Perpignan,France,2011,2011-09-09,Romania,1978-03-07,12239.0
Bogdan Zebega,Hooker,21 February 1984,30.0,Steaua,Romania,2011,2011-09-09,Romania,1984-02-21,10062.0
Nicolae Dragoș Dima,Prop,30 July 1979,35.0,Blagnac,France,2011,2011-09-09,Romania,1979-07-30,11729.0
Silviu Florea,Prop,19 April 1977,25.0,Bordeaux,France,2011,2011-09-09,Romania,1977-04-19,12561.0
Paulică Ion,Prop,10 January 1983,40.0,London Irish,England,2011,2011-09-09,Romania,1983-01-10,10469.0
Mihaita Lazăr,Prop,3 November 1986,12.0,Aix-en-Provence,France,2011,2011-09-09,Romania,1986-11-03,9076.0
Nicolae Nere,Prop,12 June 1981,17.0,Steaua,Romania,2011,2011-09-09,Romania,1981-06-12,11046.0
Cristian Petre,Lock,22 March 1979,77.0,Saint-Étienne,France,2011,2011-09-09,Romania,1979-03-22,11859.0
Valentin Popirlan,Lock,6 April 1987,4.0,CSM Bucureşti,Romania,2011,2011-09-09,Romania,1987-04-06,8922.0
Cosmin Raţiu,Lock,18 July 1979,28.0,Dinamo,Romania,2011,2011-09-09,Romania,1979-07-18,11741.0
Valentin Ursache,Lock,12 August 1985,33.0,Aix-en-Provence,France,2011,2011-09-09,Romania,1985-08-12,9524.0
Stelian Burcea,Back row,7 October 1983,27.0,Timişoara,Romania,2011,2011-09-09,Romania,1983-10-07,10199.0
Daniel Ianuș,Back row,11 April 1987,8.0,Steaua,Romania,2011,2011-09-09,Romania,1987-04-11,8917.0
Mihai Macovei,Back row,29 October 1986,20.0,Baia Mare,Romania,2011,2011-09-09,Romania,1986-10-29,9081.0
Daniel Carpo,Back row,26 November 1984,27.0,Farul,Romania,2011,2011-09-09,Romania,1984-11-26,9783.0
Ovidiu Toniţa,Back row,6 August 1980,55.0,Perpignan,France,2011,2011-09-09,Romania,1980-08-06,11356.0
Valentin Calafeteanu,Scrum-half,25 January 1985,35.0,Timişoara,Romania,2011,2011-09-09,Romania,1985-01-25,9723.0
Lucian Sîrbu,Scrum-half,16 October 1976,67.0,Millau,France,2011,2011-09-09,Romania,1976-10-16,12746.0
Florin Surugiu,Scrum-half,10 December 1984,9.0,CSM Bucureşti,Romania,2011,2011-09-09,Romania,1984-12-10,9769.0
Ionuţ Dimofte,Fly-half,30 September 1984,52.0,Baia Mare,Romania,2011,2011-09-09,Romania,1984-09-30,9840.0
Dănuţ Dumbravă,Fly-half,6 August 1981,55.0,Steaua,Romania,2011,2011-09-09,Romania,1981-08-06,10991.0
Ionel Cazan,Centre,25 November 1988,6.0,Steaua,Romania,2011,2011-09-09,Romania,1988-11-25,8323.0
Csaba Gál,Centre,7 March 1985,34.0,Baia Mare,Romania,2011,2011-09-09,Romania,1985-03-07,9682.0
Constantin Gheară,Centre,2 September 1981,6.0,Farul,Romania,2011,2011-09-09,Romania,1981-09-02,10964.0
Adrian Apostol,Wing,11 March 1990,1.0,Farul,Romania,2011,2011-09-09,Romania,1990-03-11,7852.0
Ștefan Ciuntu,Wing,10 April 1986,24.0,Baia Mare,Romania,2011,2011-09-09,Romania,1986-04-10,9283.0
Mădălin Lemnaru,Wing,26 March 1989,7.0,Timişoara,Romania,2011,2011-09-09,Romania,1989-03-26,8202.0
Cătălin Nicolae,Wing,22 July 1980,17.0,Farul,Romania,2011,2011-09-09,Romania,1980-07-22,11371.0
Iulian Dumitraș,Fullback,22 June 1982,30.0,Lourdes,France,2011,2011-09-09,Romania,1982-06-22,10671.0
Florin Vlaicu,Fullback,26 July 1986,40.0,Steaua,Romania,2011,2011-09-09,Romania,1986-07-26,9176.0
Ross Ford,Hooker,23 April 1984,49.0,Edinburgh,Scotland,2011,2011-09-09,Scotland,1984-04-23,10000.0
Dougie Hall,Hooker,24 September 1980,36.0,Glasgow Warriors,Scotland,2011,2011-09-09,Scotland,1980-09-24,11307.0
Scott Lawson,Hooker,28 September 1981,28.0,Gloucester,England,2011,2011-09-09,Scotland,1981-09-28,10938.0
Geoff Cross,Prop,11 December 1982,6.0,Edinburgh,Scotland,2011,2011-09-09,Scotland,1982-12-11,10499.0
Alasdair Dickinson,Prop,11 September 1983,21.0,Sale Sharks,England,2011,2011-09-09,Scotland,1983-09-11,10225.0
Allan Jacobsen,Prop,22 September 1978,56.0,Edinburgh,Scotland,2011,2011-09-09,Scotland,1978-09-22,12040.0
Moray Low,Prop,28 November 1984,15.0,Glasgow Warriors,Scotland,2011,2011-09-09,Scotland,1984-11-28,9781.0
Euan Murray,Prop,7 August 1980,39.0,Newcastle Falcons,England,2011,2011-09-09,Scotland,1980-08-07,11355.0
Richie Gray,Lock,24 August 1989,12.0,Glasgow Warriors,Scotland,2011,2011-09-09,Scotland,1989-08-24,8051.0
Jim Hamilton,Lock,17 November 1982,32.0,Gloucester,England,2011,2011-09-09,Scotland,1982-11-17,10523.0
Nathan Hines,Lock,29 November 1976,73.0,Clermont,France,2011,2011-09-09,Scotland,1976-11-29,12702.0
Alastair Kellock (c),Lock,14 June 1981,34.0,Glasgow Warriors,Scotland,2011,2011-09-09,Scotland,1981-06-14,11044.0
John Barclay,Back row,24 September 1986,29.0,Glasgow Warriors,Scotland,2011,2011-09-09,Scotland,1986-09-24,9116.0
Kelly Brown,Back row,8 June 1982,46.0,Saracens,England,2011,2011-09-09,Scotland,1982-06-08,10685.0
Ross Rennie,Back row,29 March 1986,8.0,Edinburgh,Scotland,2011,2011-09-09,Scotland,1986-03-29,9295.0
Alasdair Strokosch,Back row,21 February 1983,20.0,Gloucester,England,2011,2011-09-09,Scotland,1983-02-21,10427.0
Richie Vernon,Back row,7 July 1987,12.0,Sale Sharks,England,2011,2011-09-09,Scotland,1987-07-07,8830.0
Mike Blair,Scrum-half,20 April 1981,72.0,Edinburgh,Scotland,2011,2011-09-09,Scotland,1981-04-20,11099.0
Chris Cusiter,Scrum-half,13 June 1982,53.0,Glasgow Warriors,Scotland,2011,2011-09-09,Scotland,1982-06-13,10680.0
Rory Lawson,Scrum-half,12 March 1981,28.0,Gloucester,England,2011,2011-09-09,Scotland,1981-03-12,11138.0
Ruaridh Jackson,Fly-half,12 February 1988,8.0,Glasgow Warriors,Scotland,2011,2011-09-09,Scotland,1988-02-12,8610.0
Dan Parks,Fly-half,26 May 1978,62.0,Cardiff Blues,Wales,2011,2011-09-09,Scotland,1978-05-26,12159.0
Joe Ansbro,Centre,29 October 1985,7.0,London Irish,England,2011,2011-09-09,Scotland,1985-10-29,9446.0
Nick De Luca,Centre,1 February 1984,26.0,Edinburgh,Scotland,2011,2011-09-09,Scotland,1984-02-01,10082.0
Graeme Morrison,Centre,17 October 1982,30.0,Glasgow Warriors,Scotland,2011,2011-09-09,Scotland,1982-10-17,10554.0
Simon Danielli,Wing,8 September 1979,30.0,Ulster,Ireland,2011,2011-09-09,Scotland,1979-09-08,11689.0
Max Evans,Wing,12 September 1983,20.0,Castres,France,2011,2011-09-09,Scotland,1983-09-12,10224.0
Sean Lamont,Wing,15 January 1981,56.0,Scarlets,Wales,2011,2011-09-09,Scotland,1981-01-15,11194.0
Rory Lamont,Fullback,10 October 1982,25.0,Toulon,France,2011,2011-09-09,Scotland,1982-10-10,10561.0
Chris Paterson,Fullback,30 March 1978,105.0,Edinburgh,Scotland,2011,2011-09-09,Scotland,1978-03-30,12216.0
Saia Fainga'a,Hooker,2 February 1987,13.0,Reds,Australia,2011,2011-09-09,Australia,1987-02-02,8985.0
Stephen Moore,Hooker,20 January 1983,59.0,Brumbies,Australia,2011,2011-09-09,Australia,1983-01-20,10459.0
Tatafu Polota-Nau,Hooker,26 July 1985,25.0,Waratahs,Australia,2011,2011-09-09,Australia,1985-07-26,9541.0
Ben Alexander,Prop,13 November 1984,28.0,Brumbies,Australia,2011,2011-09-09,Australia,1984-11-13,9796.0
Sekope Kepu,Prop,5 February 1986,7.0,Waratahs,Australia,2011,2011-09-09,Australia,1986-02-05,9347.0
Salesi Ma'afu,Prop,22 March 1983,10.0,Western Force,Australia,2011,2011-09-09,Australia,1983-03-22,10398.0
James Slipper,Prop,6 June 1989,14.0,Reds,Australia,2011,2011-09-09,Australia,1989-06-06,8130.0
James Horwill (c),Lock,29 May 1985,27.0,Reds,Australia,2011,2011-09-09,Australia,1985-05-29,9599.0
Nathan Sharpe,Lock,26 February 1978,95.0,Western Force,Australia,2011,2011-09-09,Australia,1978-02-26,12248.0
Rob Simmons,Lock,19 April 1989,8.0,Reds,Australia,2011,2011-09-09,Australia,1989-04-19,8178.0
Dan Vickerman,Lock,4 June 1979,56.0,Waratahs,Australia,2011,2011-09-09,Australia,1979-06-04,11785.0
